Rank,Sample ID,Sample Name,Average_ZAUC,CUACC1_ZAUC,CUACC2_ZAUC,H295R_ZAUC,CUACC1_AUC,CUACC2_AUC,H295R_AUC,CUACC1_IC50,CUACC2_IC50,H295R_IC50,IC50_n,Primary MOA,Gene Symbol
2246,NCGC00016612-13,Sulfadoxine,1.009041047417723,1.7143089898772537,0.8594161159091291,0.45339803646678595,592.73,604.259,521.709,0.001229,,0.01836,2,Dihydropteroate Synthase (DHPS) Inhibitor,
2247,NCGC00346491-08,Varespladib,1.0103919374139665,1.4508502780883685,0.8024643017478794,0.7778612324056513,571.569,598.544,549.796,,,,0,Secretory Phospholipase A2 (sPLA2) Inhibitor,PLA2G5
2248,NCGC00164588-06,Malotilate,1.0139835964484447,0.7716295408055096,1.1969116697497293,1.0734095787900955,517.014,638.126,575.38,,,,0,Liver Protein Metabolism,
2249,NCGC00402376-02,CEP-37440,1.0156776079751852,1.1590051071114194,1.252199275168209,0.6358284416459277,548.128,643.674,537.501,0.001134,,0.001657,2,ALK Inhibitor,ALK
2250,NCGC00346551-05,Pomalidomide,1.0165987260972145,0.8063282521025007,1.2694293165828725,0.9740386096062702,519.801,645.403,566.778,,,,0,TNF-alpha Production Inhibitor,TNF
2251,NCGC00347948-15,IWP-2,1.0176581547076329,1.0279791875959798,1.1465270026632424,0.8784682738636764,537.604,633.07,558.505,0.001139,,,1,Wnt Signaling Inhibitor,PORCN
2252,NCGC00346490-06,OSU-03012,1.0203552760785506,0.9617565663585573,1.3102771706943261,0.789032091182768,532.285,649.502,550.763,,,,0,Phosphoinositide Dependent Kinase Inhibitor,PDPK1
2253,NCGC00263226-01,BAY-60-7550,1.0233553240076465,0.6813282300638256,1.2832711485811186,1.1054665933779952,509.761,646.792,578.155,,,,0,Phosphodiesterase II (PDE2A) Inhibitor,PDE2A
2254,NCGC00345492-06,PCI-34051,1.024167266346041,0.8576977830717806,1.0701527762884706,1.1446512396778723,523.927,625.406,581.547,,3.304665,46.1,2,HDAC Inhibitor,HDAC8
2255,NCGC00346615-02,TAME,1.0243981817598529,1.412802462615243,1.0787428836912705,0.581649198973045,568.513,626.268,532.811,0.001394,,0.001126,2,Anaphase Promoting Complex (APC) Inhibitor,ANAPC1
2256,NCGC00263126-04,Cutamesine hydrochloride,1.024588655186831,1.0646699311166945,1.086695210498038,0.9224008239457606,540.551,627.066,562.308,,,,0,sigma1 Receptor Agonist,SIGMAR1
2257,NCGC00015163-09,Benserazide,1.0251406433041337,1.3308303366090035,1.0841341227920986,0.6604574705112988,561.929,626.809,539.633,0.001264,,0.012563,2,DOPA decarboxylase Inhibitor,DDC
2258,NCGC00015818-25,Praziquantel,1.0280508065108007,1.2478621944909032,1.123975479400441,0.7123147456410576,555.265,630.807,544.122,0.051311,,,1,antiparasitic agent,
2259,NCGC00346839-01,4-Quinazolinamine,1.0281076234246957,0.9769458120644524,1.1440356722099945,0.9633413859996407,533.505,632.82,565.852,,,,0,EGFR Inhibitor,EGFR
2260,NCGC00507866-01,MK-8931,1.02909102882333,1.3467416939959984,0.922815493283384,0.8177158991906073,563.207,610.621,553.246,0.001121,,0.001752,2,beta-Secretase Inhibitor,BACE1
2261,NCGC00095124-31,Rosiglitazone,1.0296972014296082,0.7522570274297941,1.2556273458718787,1.0812072309871517,515.458,644.018,576.055,,,,0,PPARgamma Agonist,PPARG
2262,NCGC00142615-10,Epinephrine,1.0301785851446836,0.9298591503761782,0.8996959466772432,1.2609806583806293,529.723,608.301,591.617,,0.001974,,1,alpha/beta-adrenoceptor Agonist,ADRA1A
2263,NCGC00015897-20,Ranolazine,1.0302693190203949,0.9960444210094053,1.0904122755342835,1.0043512605174956,535.039,627.439,569.402,,,,0,Sodium channel Inhibitor,SCN9A
2264,NCGC00485024-02,PF-06454589,1.0304273395759291,1.0928198364781925,0.9144246923168449,1.08403748993275,542.812,609.779,576.3,0.001141,,,1,LRRK2 Inhibitor,LRRK2
2265,NCGC00250373-04,A-769662,1.030622539279672,0.9995304774009217,1.0789521554493429,1.0133849849887515,535.319,626.289,570.184,,,,0,AMPK Activator,PRKAA1
2266,NCGC00022037-07,Medroxyprogesterone acetate,1.0308906372875404,1.227555916010318,0.9997477776796826,0.8653682181726209,553.634,618.341,557.371,0.001947,,5.775552,2,Progesterone Receptor Agonist,PGR
2267,NCGC00095165-08,Carmofur,1.0311510710664356,0.7165373996181459,1.1495863564598299,1.227329457121331,512.589,633.377,588.704,,,,0,Pyrimidine Antagonist,TYMS
2268,NCGC00507846-01,BFH-772,1.0318867298934122,0.7607978655890107,1.2154870296091467,1.1193752944820794,516.144,639.99,579.359,,,23.831051,1,VEGFR-2 Inhibitor,KDR
2269,NCGC00093926-10,Doxifluridine,1.0324082547809486,1.2885245522576667,1.026345221598558,0.7823549904866206,558.531,621.01,550.185,0.007779,0.00239,0.076833,3,thymidylate synthase Inhibitor,TYMS
2270,NCGC00159541-03,S-Trityl-L-cysteine,1.0328999011131828,0.926759050228009,1.2347300660300347,0.9372105870815044,529.474,641.921,563.59,,0.156981,,1,Mitotic Kinesin Eg5 Inhibitor,KIF11
2271,NCGC00167485-02,Doripenem,1.0339329794505667,0.7595030446435898,1.243021213778444,1.0992746799296664,516.04,642.753,577.619,,,,0,Carbapenem Antibiotic,
2272,NCGC00250382-06,Sonidegib,1.034581699051945,0.7939527519126156,1.270565363269554,1.039226981973665,518.807,645.517,572.421,46.1,42.608475,,2,Smo Receptor Antagonist,SMO
2273,NCGC00163510-01,Aloe-emodin,1.035346717147473,0.6574487437819352,1.3765565260725368,1.0720348815879472,507.843,656.153,575.261,21.803078,,,1,Caspase 3 Activator,CASP3
2274,NCGC00346492-03,XL-147,1.0353918393517882,1.281166483231288,1.2143410176006526,0.6106680172234245,557.94,639.875,535.323,,0.001579,,1,PI3K Inhibitor,PIK3CA
2275,NCGC00018199-09,Rhein,1.0368044630962325,0.9218163202728934,1.035951791826283,1.1526452771895215,529.077,621.974,582.239,,,,0,component of rhubarb,
2276,NCGC00163489-03,Shikonin,1.036961435069456,1.4035893135805197,0.8494009674870722,0.8578940241407761,567.773,603.254,556.724,0.001408,,0.001495,2,Drugs Acting on Chemokine Receptors,CCR5
2277,NCGC00510507-01,Evobrutinib,1.038502223891719,1.1802576008982737,0.9674601350055884,0.9677889357712951,549.835,615.101,566.237,0.001421,,,1,BTK Inhibitor,BTK
2278,NCGC00164336-05,L-Thyroxine,1.0388913148194467,1.1543611819898625,1.0182633456082213,0.9440494168602562,547.755,620.199,564.182,0.001422,,,1,synthetic hormone,
2279,NCGC00016017-20,AG-1478,1.0412928699483865,1.2840673801570852,0.9157700107615987,0.9240412189264754,558.173,609.914,562.45,,,46.1,1,EGFR Inhibitor,EGFR
2280,NCGC00346889-03,PF-03716556,1.0427380925322682,0.9774313699189849,1.0140679451249521,1.1367149625528676,533.544,619.778,580.86,,,,0,H+/K+-ATPase Inhibitor,
2281,NCGC00384181-05,SP2509,1.0444757843401162,0.58879833327185,1.2174203020408667,1.3272087177076322,502.329,640.184,597.35,,,,0,,
2282,NCGC00022678-08,Rifampicin,1.0455978438395022,1.1851131794436007,1.056380701542916,0.8952996505319899,550.225,624.024,559.962,0.129698,0.020832,,2,DNA-Directed RNA Polymerase Inhibitor,PRKDC
2283,NCGC00351594-01,BCL6 Inhibitor,1.0472364435232153,1.4228622253450485,0.7435493191894703,0.9752977860351273,569.321,592.632,566.887,0.001118,,,1,Bcl-6 Inhibitor,BCL6
2284,NCGC00346623-04,BMS-378806,1.0473632129789228,1.1168736255796587,1.134040454431563,0.8911755589255469,544.744,631.817,559.605,0.012846,,,1,HIV Attachment Inhibitor,
2285,NCGC00025099-02,CI-966,1.0488119528753668,1.15351456829478,0.9947850474168121,0.998136242914508,547.687,617.843,568.864,,5.378061,,1,GAT-1 Inhibitor,SLC6A1
2286,NCGC00345856-01,AZD-26,1.0492733412420865,1.0237087685163706,1.2918512906621047,0.8322599645477844,537.261,647.653,554.505,46.1,,32.283184,2,AKT Inhibitor,AKT1
2287,NCGC00096081-05,beta-Carotene,1.04933632349841,1.1046973286121455,0.9854973674871034,1.0578142743959817,543.766,616.911,574.03,,1.404263,,1,Vitamin/Supplement,
2288,NCGC00263159-10,OSI-930,1.0505348702851702,0.8723516701175498,1.2016153016454614,1.0776376390924993,525.104,638.598,575.746,,,42.676201,1,PDGFR beta Inhibitor,PDGFRB
2289,NCGC00016268-21,Niacin,1.0506688718132273,1.5387736003629824,0.8569048548122544,0.7563281602644453,578.631,604.007,547.932,,,,0,Nicotinic acid,
2290,NCGC00386367-02,GNE-9605,1.0506999107486084,1.3372297401277167,0.8530881365578793,0.9617818555602294,562.443,603.624,565.717,0.001251,0.017257,,2,LRRK2 Inhibitor,LRRK2
2291,NCGC00095133-09,Famciclovir,1.0526262587039177,1.3639478723284144,0.7795639922216238,1.0143669115617147,564.589,596.246,570.269,0.00112,,,1,antiviral,
2292,NCGC00241410-02,NCGC00241410,1.054172687666387,0.8274562438753724,1.2524683388571602,1.0825934802666286,521.498,643.701,576.175,,,,0,IRAK Inhibitor,IRAK1
2293,NCGC00389582-02,FRAX-597,1.0563209587398632,1.3280290412943916,0.8542341485663735,0.9866996863588245,561.704,603.739,567.874,0.001586,,,1,p21-Activated Kinase 1/2 (PAK1/2) Inhibitor,PAK1
2294,NCGC00016889-15,Tenoxicam,1.0584344638360172,1.1595902665771372,0.9714263330871594,1.044286791843755,548.175,615.499,572.859,0.001273,,,1,non-steroidal antiinflammatory,
2295,NCGC00021191-15,Cortisone acetate,1.0612979668173552,0.9497919228148155,0.9905996122553559,1.2435023653818942,531.324,617.423,590.104,,,0.001085,1,Glucocorticoid steroid,NRC31
2296,NCGC00378675-01,ONO-4817,1.0620334991292397,0.709092179181977,1.1737124005690842,1.3032959176366576,511.991,635.798,595.28,,,,0,Matrix Metalloproteinase (MMP) Inhibitor,MMP1
2297,NCGC00379063-03,Vosaroxin,1.0636497502706663,0.9296101463482129,1.137966791225882,1.123372313237904,529.703,632.211,579.705,0.000511,,9.22,2,DNA Topoisomerase II Inhibitor,TOP2A
2298,NCGC00164634-07,Balsalazide disodium,1.0638684943979617,0.797613111123708,1.1660391027730805,1.2279532692970965,519.101,635.028,588.758,,,,0,agents for IBS and constipation,ADORA1
2299,NCGC00510491-01,Elafibranor,1.0662049383652938,1.0634000105740693,1.1117679601795256,1.0234468443422868,540.449,629.582,571.055,92.2,,,1,PPARalpha Agonist,PPARA
2300,NCGC00094419-03,TPCK,1.0664521097255144,0.93634570530468,1.0949664276028208,1.1680441962690422,530.244,627.896,583.572,,,,0,Cysteine Protease Inhibitor,
2301,NCGC00159422-10,Tiopronin,1.0666467575385983,1.1425832914670946,1.13090137806047,0.92645560308823,546.809,631.502,562.659,46.1,19.739881,,2,Copper Chelator,
2302,NCGC00167521-07,Tenatoprazole,1.0673347961534378,1.0824737191162261,1.1811764266070153,0.9383542427370719,541.981,636.547,563.689,0.001612,,0.004462,2,Potassium-transporting ATPase Inhibitor,
2303,NCGC00015970-10,Sulindac,1.069409594176241,0.8794607351159633,1.2825636107323959,1.0462044366803638,525.675,646.721,573.025,,,,0,ABCC1 Expression Enhancer,ABCC1
2304,NCGC00480786-02,Brequinar,1.0709095606902421,1.7479245336525937,1.0187416810552448,0.4460624673628882,595.43,620.247,521.074,0.001104,,,1,DHODH Inhibitor,DHODH
2305,NCGC00346579-03,PIK-293,1.0717583169601685,1.5948866580650058,0.9546746271195194,0.6657136656959806,583.138,613.818,540.088,0.001238,,0.003015,2,PI3K Inhibitor,PIK3CA
2306,NCGC00188429-03,Acitazanolast,1.0720626135562763,1.1438283116069223,1.2631113025534355,0.8092482265084707,546.909,644.769,552.513,,,,0,Mediator Release Inhibitor,
2307,NCGC00532324-01,VX-984,1.07660644035098,0.94514799769326,1.101782707722908,1.1828886156367722,530.951,628.58,584.857,,,,0,DNA-PK Inhibitor,PRKDC
2308,NCGC00345844-02,Bayer-18,1.0789013668086462,0.8716793592420419,1.336864649291389,1.028160091892508,525.05,652.17,571.463,46.1,,,1,Tyk 2 Inhibitor,TYK2
2309,NCGC00345826-04,CC-401,1.0790537881164375,0.8697993788309031,1.4358003642507735,0.9315616212676362,524.899,662.098,563.101,,9.771958,,1,JNK Inhibitor,MAPK8
2310,NCGC00346695-02,MK-2461,1.0791707727229227,1.1431186501272206,0.9961702271488181,1.0982234408927296,546.852,617.982,577.528,,26.612913,14.739535,2,VEGFR-1 (Flt-1) Inhibitors,
2311,NCGC00345824-02,BMS-2,1.0794469787433192,1.6509499149614346,0.9777742430820348,0.6096167781864879,587.641,616.136,535.232,0.001225,,,1,HGFR Inhibitor,MET
2312,NCGC00016410-25,Thiabendazole,1.0795484186873046,1.26678650061628,1.1169798234877206,0.8548789319579132,556.785,630.105,556.463,0.00127,,,1,Methionine Aminopeptidase-1 (MetAP1) Inhibitor,METAP1
2313,NCGC00347949-11,KY-02111,1.0827799699212115,1.4956461027193606,0.8182095102124072,0.934484296831867,575.167,600.124,563.354,0.001394,,25.254808,2,Wnt Signaling Inhibitor,WNT5A
2314,NCGC00095107-18,Gliclazide,1.0829078656689994,1.0242067765723026,1.104702547014115,1.1198142734205805,537.301,628.873,579.397,,,8.230564,1,K(ATP) Channel Blocker,
2315,NCGC00242501-03,ITX3,1.083569014116469,1.4178074435773482,1.0643031323842445,0.7685964663878148,568.915,624.819,548.994,0.001653,4.819476,46.1,3,Triple Functional Domain Protein (TRIO) Inhibitor,TRIO
2316,NCGC00167532-05,Balofloxacin,1.0841355439111338,0.938038932694845,1.3679963146351761,0.9463713844033801,530.38,655.294,564.383,,,,0,Antibacterial,
2317,NCGC00499351-01,GGTI-2418,1.0851564853310687,1.503626681815654,1.0237940992144323,0.7280486749631196,575.808,620.754,545.484,0.001113,,,1,Geranyl Geranyl Transferase Inhibitor,GGTI
2318,NCGC00345843-02,AMG-25,1.089248918988607,1.1491445476039859,1.0640340686952943,1.0545681406665408,547.336,624.792,573.749,0.001127,3.060263,19.484026,3,KIT Inhibitor,KIT
2319,NCGC00510443-01,Incyclinide,1.0901742944822401,0.858893002406015,1.2161148448833652,1.1955150361573406,524.023,640.053,585.95,45.198311,,12.195306,2,MMP-9 (Gelatinase B) Inhibitor,MMP
2320,NCGC00263575-10,Ezetimibe,1.090286831960877,1.0062286857531935,1.3114331480246342,0.9531986621048032,535.857,649.618,564.974,,,,0,NPC1L1 Inhibitor,
2321,NCGC00498442-01,SHP-099,1.0915421616363523,1.0969408531410214,1.0833667930124982,1.0943188387555371,543.143,626.732,577.19,,,,0,Protein Tyrosine Phosphatase SHP-2 (PTP2C) Inhibitor,PTP2C
2322,NCGC00025220-11,Purvalanol B,1.0919385581110401,0.9174462995820991,1.0721358753292567,1.2862334994217648,528.726,625.605,593.803,,,,0,CDK1/2/3/4/5 Inhibitor,CDK1
2323,NCGC00185956-04,UNC-0224,1.0921193506673288,1.107212269294597,1.2304449776504476,0.9387008050569422,543.968,641.491,563.719,,,,0,EHMT2 Inhibitor,EHMT2
2324,NCGC00092372-12,Necrostatin-1,1.0932189271977222,1.0900932423719696,1.2071958818607373,0.9823676573604597,542.593,639.158,567.499,,,,0,RIP1 Kinase Inhibitor,RIPK1
2325,NCGC00346474-01,NMP,1.0965444111938643,0.8738456942853428,1.2886723530037594,1.1271151862924909,525.224,647.334,580.029,,,,0,Bacterial Efflux Pump Inhibitor,
2326,NCGC00346739-06,Retigabine,1.0975476541332863,1.0900060909621825,1.0958533412441775,1.1067835301934985,542.586,627.985,578.269,,0.002331,,1,Voltage-Gated K(V) 7 (KCNQ) Channel Activator,KCNQ1
2327,NCGC00015452-23,Flutamide,1.098171304367842,1.1974762294320864,1.086794863716168,1.0102428199552715,551.218,627.076,569.912,0.001133,,,1,Androgen Receptor Antagonist,AR
2328,NCGC00263196-01,S6K-18,1.099406108053901,1.1899189571833342,0.9563587665059149,1.1519406004724537,550.611,613.987,582.178,0.001263,,,1,p70 ribosomal S6 kinase (S6K1) Inhibitor,RPS6KB1
2329,NCGC00346942-01,WHI-P97,1.0997141410028406,0.8467789564454931,1.3192758562914582,1.1330876102715706,523.05,650.405,580.546,,,,0,EGFR Inhibitor,EGFR
2330,NCGC00384167-11,Galunisertib,1.1011909781021325,1.1344782103568185,1.0969096653563548,1.0721850585932244,546.158,628.091,575.274,,,,0,TGF-bR1 (ALK5) Inhibitor,TGBR1
2331,NCGC00015605-13,Lamotrigine,1.1025632363095403,1.347401554670107,1.1184746217596693,0.841813532498845,563.26,630.255,555.332,0.001257,,0.001111,2,Sodium Channel Blocker,
2332,NCGC00095486-03,Ergosterol,1.1063623563308058,0.8241320401020324,1.1718588507118672,1.323096178178518,521.231,635.612,596.994,,,,0,Sterol (fungal cell wall),
2333,NCGC00481603-01,Fruquintinib,1.1096630507736653,0.9992441227687625,1.0519560986579481,1.2777889308942856,535.296,623.58,593.072,,,,0,VEGFR-1/2/3 Inhibitor,FLT1
2334,NCGC00091268-11,Oxytetracycline,1.1109638085143614,1.7145953445094142,1.063436149386514,0.5548599316471559,592.753,624.732,530.492,0.001237,0.001704,,2,Tetracycline Antibiotic,
2335,NCGC00181033-02,Taltirelin,1.1130137784777645,1.025265043691155,1.0857883662130559,1.2279879255290826,537.386,626.975,588.761,,0.001059,,1,Thyrotropin-Releasing Hormone (TRH) Analogs,TRHR
2336,NCGC00384193-03,SCH-51344,1.1135033735631286,1.114831792550342,1.1626309627130373,1.0630473654260062,544.58,634.686,574.483,,0.027673,,1,MTH1 Inhibitor,MTH1
2337,NCGC00160530-12,Toremifene citrate,1.114932753341261,1.0455962225745374,1.1726760071005324,1.1265260303487128,539.019,635.694,579.978,46.1,46.1,,2,Selective Estrogen Receptor Modulators (SERM),ESR1
2338,NCGC00015884-15,Rilmenidine,1.1196526440612027,1.077045431306578,1.0319756284228991,1.249936872454131,541.545,621.575,590.661,,0.008215,,1,Imidazoline I1 Receptor Agonist,NISCH
2339,NCGC00346070-02,GSK-2606414,1.123117338115497,0.8425832385742748,1.4347141441731583,1.0920546315990582,522.713,661.989,576.994,,0.006429,,1,PERK Inhibitor,EIF2AK3
2340,NCGC00167785-11,PAC-1,1.1256183081457733,0.8494931003503179,1.317302722572486,1.2100591015145163,523.268,650.207,587.209,,14.339022,,1,Procaspase 3 Activator,CASP3
2341,NCGC00522520-01,GNE-495,1.126903838472798,1.0279169365889884,1.2900475674139527,1.0627470114154534,537.599,647.472,574.457,,,,0,MAP4K4 Inhibitor,MAP4K4
2342,NCGC00015116-20,Aniracetam,1.1289740288862564,0.9700733008926047,1.368923089563784,1.0479256962023809,532.953,655.387,573.174,,,,0,AMPA receptor modulator,
2343,NCGC00167490-03,Lumefantrine,1.134072517106718,1.1294234285891185,1.1274035501041098,1.145390572626926,545.752,631.151,581.611,,,,0,antimalarial agents,
2344,NCGC00378840-01,TG-100801,1.1345410540910366,0.4589925334934414,1.4510373413028383,1.4935932874768303,491.903,663.627,611.753,,,,0,Src Kinase Inhibitor,SRC
2345,NCGC00482518-02,Ginsenoside Rb1,1.135706323485826,0.9754642380980574,1.1824918490863299,1.249162883273091,533.386,636.679,590.594,0.000646,,0.057939,2,apoptotic process Inhibitor,
2346,NCGC00379068-03,MK591,1.1371414146617196,1.528166028771653,1.0552147588907965,0.8280434563227091,577.779,623.907,554.14,0.001241,,,1,5-lipoxygenase activating protein Inhibitor,
2347,NCGC00346721-04,GW-791343,1.1396721178173266,0.9414378376765742,1.1673744558960215,1.3102040598793843,530.653,635.162,595.878,,,,0,P2X7 Receptor Antagonist,P2RX7
2348,NCGC00263228-01,FASN BI,1.1409127722046701,1.1583701468401069,1.426413031102935,0.8379551386709687,548.077,661.156,554.998,,0.004728,0.055593,2,Fatty Acid Synthase (FAS) Inhibitor,FAS
2349,NCGC00142483-07,Cytidine,1.1437502062188118,1.58345737318139,0.9120728763689788,0.9357203691060667,582.22,609.543,563.461,0.001243,,0.001606,2,Cytidine Deaminase Inhibitor,CDA
2350,NCGC00167798-06,Oxaliplatin,1.1455298221819092,1.3575484688097013,1.1224806811284926,0.9565603166075336,564.075,630.657,565.265,0.000705,,,1,DNA Alkylating Agent,
2351,NCGC00242491-03,SB-265610,1.1457886852300487,1.4657033683565097,1.1910520605236903,0.7806106268099462,572.762,637.538,550.034,0.0014,0.158797,0.00166,3,CXCR2 Antagonist,CXCR2
2352,NCGC00263190-11,KU-0064,1.1460829284336889,1.1865947534099957,1.3155986525424639,0.9360553793486068,550.344,650.036,563.49,,8.276337,41.569836,2,ATM Kinase Inhibitor,ATM
2353,NCGC00095158-04,Secnidazole,1.150974425590242,1.227020557350192,1.2573513465455264,0.9685513728750077,553.591,644.191,566.303,,,,0,antiprotozoal agent,
2354,NCGC00178529-07,Levofloxacin,1.1509858382554183,0.8373043531814067,1.319704365129417,1.295948796455431,522.289,650.448,594.644,,,,0,DNA Topoisomerase IV Inhibitor,TOP2B
2355,NCGC00164549-12,Dofetilide,1.1513087096419063,1.0720030997402772,1.1902548347786506,1.1916681944067915,541.14,637.458,585.617,,,,0,K(V)11.1 (erg1) Channel Blocker,
2356,NCGC00162385-04,Olprinone,1.1529023926488162,1.6382631597365929,1.0600379746482838,0.7604060435615722,586.622,624.391,548.285,0.001381,,0.020981,2,Phosphodiesterase III (PDE3) Inhibitor,PDE3A
2357,NCGC00021336-14,Diclofenac sodium,1.1532317994065118,1.0119059775908068,1.2644964822854414,1.183292938343287,536.313,644.908,584.892,,,,0,Cyclooxygenase-1/2/3 Inhibitor,PTGS1
2358,NCGC00347947-04,ITD-1,1.156620530321679,1.2134249374232766,1.2690207383885395,0.987415915153221,552.499,645.362,567.936,,46.1,44.555174,2,TGF-bR1 (ALK5) Inhibitor,TGBR1
2359,NCGC00015840-09,Phloretin,1.1572916797927364,0.9417615429129287,1.34405961164037,1.1860538848249107,530.679,652.892,585.131,,,,0,VCAM1 Expression Inhibitor,ICAM1
2360,NCGC00015924-24,Synephrine,1.1573129373672295,1.3663507611982812,0.9926126072615802,1.1129754436418273,564.782,617.625,578.805,0.00189,,,1,alpha1-Adrenoceptor Agonist,ADRA1A
2361,NCGC00015725-27,Nimesulide,1.1596640479215534,1.1070877672806143,1.2060897311394954,1.1658146453445506,543.958,639.047,583.379,,,,0,Prostaglandin G/H Synthase 2 (PTGS2; COX-2) Inhibitor,PTGS2
2362,NCGC00142599-02,Stigmasterol,1.1647860041313578,1.183133597421275,0.9361092325819159,1.3751151823908825,550.066,611.955,601.497,,,,0,Steroid hormone,
