drug_a,drug_b,intersection_n,union_n,jaccard,n_a,n_b,shared_genes
afatinib,palbociclib,0,35,0.0,9,26,
afatinib,panobinostat,0,10,0.0,9,1,
afatinib,pemetrexed,0,11,0.0,9,2,
afatinib,pralatrexate,0,11,0.0,9,2,
afatinib,raloxifene,0,23,0.0,9,14,
afatinib,ribociclib,0,17,0.0,9,8,
afatinib,romidepsin,0,10,0.0,9,1,
afatinib,selinexor,0,12,0.0,9,3,
afatinib,selumetinib,0,36,0.0,9,27,
afatinib,sirolimus,0,11,0.0,9,2,
afatinib,sonidegib,0,13,0.0,9,4,
afatinib,sunitinib,0,12,0.0,9,3,
afatinib,tamoxifen,0,27,0.0,9,18,
afatinib,temsirolimus,0,10,0.0,9,1,
afatinib,teniposide,0,17,0.0,9,8,
afatinib,thiotepa,0,12,0.0,9,3,
afatinib,tioguanine,0,25,0.0,9,16,
afatinib,tivozanib,0,10,0.0,9,1,
afatinib,topotecan,0,11,0.0,9,2,
afatinib,trametinib,0,31,0.0,9,22,
afatinib,trifluridine,0,15,0.0,9,6,
afatinib,umbralisib,0,14,0.0,9,5,
afatinib,valrubicin,0,20,0.0,9,11,
afatinib,vandetanib,0,15,0.0,9,6,
afatinib,vemurafenib,0,31,0.0,9,22,
afatinib,venetoclax,0,14,0.0,9,5,
afatinib,vinblastine,0,18,0.0,9,9,
afatinib,vinorelbine,0,10,0.0,9,1,
afatinib,vorinostat,0,27,0.0,9,18,
afatinib,zoledronate,0,29,0.0,9,20,
allopurinol,axitinib,0,14,0.0,13,1,
allopurinol,azacitidine,0,14,0.0,13,1,
allopurinol,binimetinib,0,36,0.0,13,23,
allopurinol,bleomycin,0,29,0.0,13,16,
allopurinol,bosutinib,0,14,0.0,13,1,
allopurinol,brigatinib,0,21,0.0,13,8,
allopurinol,cabozantinib,0,14,0.0,13,1,
allopurinol,carboplatin,0,20,0.0,13,7,
allopurinol,carfilzomib,0,22,0.0,13,9,
allopurinol,carmustine,0,42,0.0,13,29,
allopurinol,celecoxib,0,15,0.0,13,2,
allopurinol,ceritinib,0,25,0.0,13,12,
allopurinol,chlorambucil,0,19,0.0,13,6,
allopurinol,cisplatin,0,19,0.0,13,6,
allopurinol,cladribine,0,16,0.0,13,3,
allopurinol,clofarabine,0,15,0.0,13,2,
allopurinol,cobimetinib,0,42,0.0,13,29,
allopurinol,crizotinib,0,30,0.0,13,17,
allopurinol,cyclophosphamide,0,29,0.0,13,16,
allopurinol,cytarabine,0,22,0.0,13,9,
allopurinol,dabrafenib,0,53,0.0,13,40,
allopurinol,dacomitinib,0,22,0.0,13,9,
allopurinol,dasatinib,0,38,0.0,13,25,
allopurinol,daunorubicin,0,25,0.0,13,12,
allopurinol,decitabine,0,14,0.0,13,1,
allopurinol,docetaxel,0,25,0.0,13,12,
allopurinol,doxorubicin,0,14,0.0,13,1,
allopurinol,duvelisib,0,19,0.0,13,6,
allopurinol,encorafenib,0,28,0.0,13,15,
allopurinol,epirubicin,0,17,0.0,13,4,
allopurinol,erdafitinib,0,23,0.0,13,10,
allopurinol,erlotinib,0,24,0.0,13,11,
allopurinol,estramustine,0,20,0.0,13,7,
allopurinol,etoposide,0,20,0.0,13,7,
allopurinol,everolimus,0,24,0.0,13,11,
allopurinol,fluorouracil,0,25,0.0,13,12,
allopurinol,fruquintinib,0,44,0.0,13,31,
allopurinol,fulvestrant,0,15,0.0,13,2,
allopurinol,gemcitabine,0,17,0.0,13,4,
allopurinol,gilteritinib,0,14,0.0,13,1,
allopurinol,homoharringtonine,0,14,0.0,13,1,
allopurinol,hydroxyurea,0,20,0.0,13,7,
allopurinol,ibrutinib,0,26,0.0,13,13,
allopurinol,idarubicin,0,24,0.0,13,11,
allopurinol,idelalisib,0,22,0.0,13,9,
allopurinol,imatinib,0,18,0.0,13,5,
allopurinol,irinotecan,0,24,0.0,13,11,
allopurinol,ixabepilone,0,24,0.0,13,11,
allopurinol,ixazomib,0,18,0.0,13,5,
allopurinol,lapatinib,0,14,0.0,13,1,
allopurinol,lenvatinib,0,31,0.0,13,18,
allopurinol,lomustine,0,40,0.0,13,27,
allopurinol,lorlatinib,0,15,0.0,13,2,
allopurinol,melphalan,0,19,0.0,13,6,
allopurinol,mitomycin,0,25,0.0,13,12,
allopurinol,mitotane,0,14,0.0,13,1,
allopurinol,mitoxantrone,0,19,0.0,13,6,
allopurinol,olaparib,0,14,0.0,13,1,
allopurinol,osimertinib,0,15,0.0,13,2,
allopurinol,paclitaxel,0,23,0.0,13,10,
allopurinol,panobinostat,0,14,0.0,13,1,
allopurinol,pemetrexed,0,15,0.0,13,2,
allopurinol,raloxifene,0,27,0.0,13,14,
allopurinol,ribociclib,0,21,0.0,13,8,
allopurinol,romidepsin,0,14,0.0,13,1,
allopurinol,selinexor,0,16,0.0,13,3,
allopurinol,selumetinib,0,40,0.0,13,27,
allopurinol,sirolimus,0,15,0.0,13,2,
allopurinol,sonidegib,0,17,0.0,13,4,
allopurinol,sunitinib,0,16,0.0,13,3,
allopurinol,tamoxifen,0,31,0.0,13,18,
allopurinol,temsirolimus,0,14,0.0,13,1,
allopurinol,teniposide,0,21,0.0,13,8,
allopurinol,thiotepa,0,16,0.0,13,3,
allopurinol,tivozanib,0,14,0.0,13,1,
allopurinol,topotecan,0,15,0.0,13,2,
allopurinol,trametinib,0,35,0.0,13,22,
allopurinol,trifluridine,0,19,0.0,13,6,
allopurinol,tucatinib,0,15,0.0,13,2,
allopurinol,valrubicin,0,24,0.0,13,11,
allopurinol,vandetanib,0,19,0.0,13,6,
allopurinol,vemurafenib,0,35,0.0,13,22,
allopurinol,venetoclax,0,18,0.0,13,5,
allopurinol,vinblastine,0,22,0.0,13,9,
allopurinol,vinorelbine,0,14,0.0,13,1,
allopurinol,zoledronate,0,33,0.0,13,20,
asciminib,axitinib,0,4,0.0,3,1,
asciminib,azacitidine,0,4,0.0,3,1,
asciminib,belinostat,0,8,0.0,3,5,
asciminib,binimetinib,0,26,0.0,3,23,
asciminib,bleomycin,0,19,0.0,3,16,
asciminib,bosutinib,0,4,0.0,3,1,
asciminib,brigatinib,0,11,0.0,3,8,
asciminib,cabozantinib,0,4,0.0,3,1,
asciminib,carboplatin,0,10,0.0,3,7,
asciminib,carfilzomib,0,12,0.0,3,9,
asciminib,celecoxib,0,5,0.0,3,2,
asciminib,chlorambucil,0,9,0.0,3,6,
asciminib,cisplatin,0,9,0.0,3,6,
asciminib,cladribine,0,6,0.0,3,3,
asciminib,clofarabine,0,5,0.0,3,2,
asciminib,cobimetinib,0,32,0.0,3,29,
asciminib,cyclophosphamide,0,19,0.0,3,16,
asciminib,cytarabine,0,12,0.0,3,9,
asciminib,dabrafenib,0,43,0.0,3,40,
asciminib,dacarbazine,0,18,0.0,3,15,
asciminib,dacomitinib,0,12,0.0,3,9,
asciminib,darolutamide,0,11,0.0,3,8,
asciminib,dasatinib,0,28,0.0,3,25,
asciminib,daunorubicin,0,15,0.0,3,12,
asciminib,decitabine,0,4,0.0,3,1,
asciminib,dexrazoxane,0,21,0.0,3,18,
asciminib,docetaxel,0,15,0.0,3,12,
asciminib,doxorubicin,0,4,0.0,3,1,
asciminib,duvelisib,0,9,0.0,3,6,
asciminib,encorafenib,0,18,0.0,3,15,
asciminib,epirubicin,0,7,0.0,3,4,
asciminib,erdafitinib,0,13,0.0,3,10,
asciminib,erlotinib,0,14,0.0,3,11,
asciminib,estramustine,0,10,0.0,3,7,
asciminib,etoposide,0,10,0.0,3,7,
asciminib,everolimus,0,14,0.0,3,11,
asciminib,fludarabine,0,7,0.0,3,4,
asciminib,fluorouracil,0,15,0.0,3,12,
asciminib,fruquintinib,0,34,0.0,3,31,
asciminib,fulvestrant,0,5,0.0,3,2,
asciminib,gemcitabine,0,7,0.0,3,4,
asciminib,gilteritinib,0,4,0.0,3,1,
asciminib,homoharringtonine,0,4,0.0,3,1,
asciminib,hydroxyurea,0,10,0.0,3,7,
asciminib,ibrutinib,0,16,0.0,3,13,
asciminib,idarubicin,0,14,0.0,3,11,
asciminib,idelalisib,0,12,0.0,3,9,
asciminib,irinotecan,0,14,0.0,3,11,
asciminib,ixazomib,0,8,0.0,3,5,
asciminib,lapatinib,0,4,0.0,3,1,
asciminib,lenvatinib,0,21,0.0,3,18,
asciminib,lorlatinib,0,5,0.0,3,2,
asciminib,melphalan,0,9,0.0,3,6,
asciminib,methotrexate,0,30,0.0,3,27,
asciminib,mitomycin,0,15,0.0,3,12,
asciminib,mitotane,0,4,0.0,3,1,
asciminib,mitoxantrone,0,9,0.0,3,6,
asciminib,neratinib,0,9,0.0,3,6,
asciminib,olaparib,0,4,0.0,3,1,
asciminib,osimertinib,0,5,0.0,3,2,
asciminib,paclitaxel,0,13,0.0,3,10,
asciminib,palbociclib,0,29,0.0,3,26,
asciminib,panobinostat,0,4,0.0,3,1,
asciminib,pemetrexed,0,5,0.0,3,2,
asciminib,pralatrexate,0,5,0.0,3,2,
asciminib,ribociclib,0,11,0.0,3,8,
asciminib,romidepsin,0,4,0.0,3,1,
asciminib,selinexor,0,6,0.0,3,3,
asciminib,selumetinib,0,30,0.0,3,27,
asciminib,sirolimus,0,5,0.0,3,2,
asciminib,sonidegib,0,7,0.0,3,4,
asciminib,sunitinib,0,6,0.0,3,3,
asciminib,temsirolimus,0,4,0.0,3,1,
asciminib,teniposide,0,11,0.0,3,8,
asciminib,thiotepa,0,6,0.0,3,3,
asciminib,tioguanine,0,19,0.0,3,16,
asciminib,tivozanib,0,4,0.0,3,1,
asciminib,topotecan,0,5,0.0,3,2,
asciminib,trametinib,0,25,0.0,3,22,
asciminib,trifluridine,0,9,0.0,3,6,
asciminib,tucatinib,0,5,0.0,3,2,
asciminib,umbralisib,0,8,0.0,3,5,
asciminib,valrubicin,0,14,0.0,3,11,
asciminib,vandetanib,0,9,0.0,3,6,
asciminib,vemurafenib,0,25,0.0,3,22,
asciminib,venetoclax,0,8,0.0,3,5,
asciminib,vinblastine,0,12,0.0,3,9,
asciminib,vinorelbine,0,4,0.0,3,1,
asciminib,zoledronate,0,23,0.0,3,20,
axitinib,azacitidine,0,2,0.0,1,1,
axitinib,belinostat,0,6,0.0,1,5,
axitinib,binimetinib,0,24,0.0,1,23,
axitinib,bleomycin,0,17,0.0,1,16,
axitinib,bosutinib,0,2,0.0,1,1,
axitinib,brigatinib,0,9,0.0,1,8,
axitinib,carboplatin,0,8,0.0,1,7,
axitinib,carfilzomib,0,10,0.0,1,9,
axitinib,celecoxib,0,3,0.0,1,2,
axitinib,ceritinib,0,13,0.0,1,12,
axitinib,chlorambucil,0,7,0.0,1,6,
axitinib,cisplatin,0,7,0.0,1,6,
axitinib,cladribine,0,4,0.0,1,3,
axitinib,clofarabine,0,3,0.0,1,2,
axitinib,cobimetinib,0,30,0.0,1,29,
axitinib,cyclophosphamide,0,17,0.0,1,16,
axitinib,cytarabine,0,10,0.0,1,9,
axitinib,dabrafenib,0,41,0.0,1,40,
axitinib,dacarbazine,0,16,0.0,1,15,
axitinib,dacomitinib,0,10,0.0,1,9,
axitinib,darolutamide,0,9,0.0,1,8,
axitinib,dasatinib,0,26,0.0,1,25,
axitinib,daunorubicin,0,13,0.0,1,12,
axitinib,decitabine,0,2,0.0,1,1,
axitinib,dexrazoxane,0,19,0.0,1,18,
axitinib,docetaxel,0,13,0.0,1,12,
axitinib,doxorubicin,0,2,0.0,1,1,
axitinib,duvelisib,0,7,0.0,1,6,
axitinib,encorafenib,0,16,0.0,1,15,
axitinib,epirubicin,0,5,0.0,1,4,
axitinib,erdafitinib,0,11,0.0,1,10,
axitinib,erlotinib,0,12,0.0,1,11,
axitinib,estramustine,0,8,0.0,1,7,
axitinib,etoposide,0,8,0.0,1,7,
axitinib,everolimus,0,12,0.0,1,11,
axitinib,fludarabine,0,5,0.0,1,4,
axitinib,fluorouracil,0,13,0.0,1,12,
axitinib,fruquintinib,0,32,0.0,1,31,
axitinib,fulvestrant,0,3,0.0,1,2,
axitinib,gemcitabine,0,5,0.0,1,4,
axitinib,gilteritinib,0,2,0.0,1,1,
axitinib,homoharringtonine,0,2,0.0,1,1,
axitinib,hydroxyurea,0,8,0.0,1,7,
axitinib,ibrutinib,0,14,0.0,1,13,
axitinib,idarubicin,0,12,0.0,1,11,
axitinib,idelalisib,0,10,0.0,1,9,
axitinib,imatinib,0,6,0.0,1,5,
axitinib,irinotecan,0,12,0.0,1,11,
axitinib,ixabepilone,0,12,0.0,1,11,
axitinib,ixazomib,0,6,0.0,1,5,
axitinib,lapatinib,0,2,0.0,1,1,
axitinib,lenvatinib,0,19,0.0,1,18,
axitinib,lorlatinib,0,3,0.0,1,2,
axitinib,melphalan,0,7,0.0,1,6,
axitinib,mercaptopurine,0,28,0.0,1,27,
axitinib,methotrexate,0,28,0.0,1,27,
axitinib,mitomycin,0,13,0.0,1,12,
axitinib,mitotane,0,2,0.0,1,1,
axitinib,mitoxantrone,0,7,0.0,1,6,
axitinib,neratinib,0,7,0.0,1,6,
axitinib,nilotinib,0,15,0.0,1,14,
axitinib,olaparib,0,2,0.0,1,1,
axitinib,osimertinib,0,3,0.0,1,2,
axitinib,oxaliplatin,0,32,0.0,1,31,
axitinib,paclitaxel,0,11,0.0,1,10,
axitinib,palbociclib,0,27,0.0,1,26,
axitinib,panobinostat,0,2,0.0,1,1,
axitinib,pemetrexed,0,3,0.0,1,2,
axitinib,pralatrexate,0,3,0.0,1,2,
axitinib,raloxifene,0,15,0.0,1,14,
axitinib,ribociclib,0,9,0.0,1,8,
axitinib,romidepsin,0,2,0.0,1,1,
axitinib,selinexor,0,4,0.0,1,3,
axitinib,selumetinib,0,28,0.0,1,27,
axitinib,sirolimus,0,3,0.0,1,2,
axitinib,sonidegib,0,5,0.0,1,4,
axitinib,sunitinib,0,4,0.0,1,3,
axitinib,tamoxifen,0,19,0.0,1,18,
axitinib,temsirolimus,0,2,0.0,1,1,
axitinib,teniposide,0,9,0.0,1,8,
axitinib,thiotepa,0,4,0.0,1,3,
axitinib,tivozanib,0,2,0.0,1,1,
axitinib,topotecan,0,3,0.0,1,2,
axitinib,trametinib,0,23,0.0,1,22,
axitinib,trifluridine,0,7,0.0,1,6,
axitinib,tucatinib,0,3,0.0,1,2,
axitinib,umbralisib,0,6,0.0,1,5,
axitinib,valrubicin,0,12,0.0,1,11,
axitinib,vandetanib,0,7,0.0,1,6,
axitinib,vemurafenib,0,23,0.0,1,22,
axitinib,venetoclax,0,6,0.0,1,5,
axitinib,vinblastine,0,10,0.0,1,9,
axitinib,vinorelbine,0,2,0.0,1,1,
axitinib,vorinostat,0,19,0.0,1,18,
axitinib,zoledronate,0,21,0.0,1,20,
azacitidine,belinostat,0,6,0.0,1,5,
azacitidine,binimetinib,0,24,0.0,1,23,
azacitidine,bleomycin,0,17,0.0,1,16,
azacitidine,bosutinib,0,2,0.0,1,1,
azacitidine,brigatinib,0,9,0.0,1,8,
azacitidine,cabozantinib,0,2,0.0,1,1,
azacitidine,carboplatin,0,8,0.0,1,7,
azacitidine,carfilzomib,0,10,0.0,1,9,
azacitidine,carmustine,0,30,0.0,1,29,
azacitidine,celecoxib,0,3,0.0,1,2,
azacitidine,ceritinib,0,13,0.0,1,12,
azacitidine,chlorambucil,0,7,0.0,1,6,
azacitidine,cisplatin,0,7,0.0,1,6,
azacitidine,cladribine,0,4,0.0,1,3,
azacitidine,clofarabine,0,3,0.0,1,2,
azacitidine,cobimetinib,0,30,0.0,1,29,
azacitidine,crizotinib,0,18,0.0,1,17,
azacitidine,cyclophosphamide,0,17,0.0,1,16,
azacitidine,cytarabine,0,10,0.0,1,9,
azacitidine,dabrafenib,0,41,0.0,1,40,
azacitidine,dacarbazine,0,16,0.0,1,15,
azacitidine,dacomitinib,0,10,0.0,1,9,
azacitidine,darolutamide,0,9,0.0,1,8,
azacitidine,dasatinib,0,26,0.0,1,25,
azacitidine,daunorubicin,0,13,0.0,1,12,
azacitidine,decitabine,0,2,0.0,1,1,
azacitidine,dexrazoxane,0,19,0.0,1,18,
azacitidine,docetaxel,0,13,0.0,1,12,
azacitidine,doxorubicin,0,2,0.0,1,1,
azacitidine,duvelisib,0,7,0.0,1,6,
azacitidine,encorafenib,0,16,0.0,1,15,
azacitidine,epirubicin,0,5,0.0,1,4,
azacitidine,erdafitinib,0,11,0.0,1,10,
azacitidine,erlotinib,0,12,0.0,1,11,
azacitidine,estramustine,0,8,0.0,1,7,
azacitidine,etoposide,0,8,0.0,1,7,
azacitidine,everolimus,0,12,0.0,1,11,
azacitidine,fludarabine,0,5,0.0,1,4,
azacitidine,fluorouracil,0,13,0.0,1,12,
azacitidine,fruquintinib,0,32,0.0,1,31,
azacitidine,fulvestrant,0,3,0.0,1,2,
azacitidine,gemcitabine,0,5,0.0,1,4,
azacitidine,gilteritinib,0,2,0.0,1,1,
azacitidine,homoharringtonine,0,2,0.0,1,1,
azacitidine,hydroxyurea,0,8,0.0,1,7,
azacitidine,ibrutinib,0,14,0.0,1,13,
azacitidine,idarubicin,0,12,0.0,1,11,
azacitidine,idelalisib,0,10,0.0,1,9,
azacitidine,imatinib,0,6,0.0,1,5,
azacitidine,irinotecan,0,12,0.0,1,11,
azacitidine,ixabepilone,0,12,0.0,1,11,
azacitidine,ixazomib,0,6,0.0,1,5,
azacitidine,lapatinib,0,2,0.0,1,1,
azacitidine,lenvatinib,0,19,0.0,1,18,
azacitidine,lomustine,0,28,0.0,1,27,
azacitidine,lorlatinib,0,3,0.0,1,2,
azacitidine,melphalan,0,7,0.0,1,6,
azacitidine,mercaptopurine,0,28,0.0,1,27,
azacitidine,mitomycin,0,13,0.0,1,12,
azacitidine,mitotane,0,2,0.0,1,1,
azacitidine,mitoxantrone,0,7,0.0,1,6,
azacitidine,neratinib,0,7,0.0,1,6,
azacitidine,nilotinib,0,15,0.0,1,14,
azacitidine,olaparib,0,2,0.0,1,1,
azacitidine,osimertinib,0,3,0.0,1,2,
azacitidine,oxaliplatin,0,32,0.0,1,31,
azacitidine,paclitaxel,0,11,0.0,1,10,
azacitidine,palbociclib,0,27,0.0,1,26,
azacitidine,panobinostat,0,2,0.0,1,1,
azacitidine,pemetrexed,0,3,0.0,1,2,
azacitidine,pralatrexate,0,3,0.0,1,2,
azacitidine,raloxifene,0,15,0.0,1,14,
azacitidine,ribociclib,0,9,0.0,1,8,
azacitidine,romidepsin,0,2,0.0,1,1,
azacitidine,selinexor,0,4,0.0,1,3,
azacitidine,selumetinib,0,28,0.0,1,27,
azacitidine,sirolimus,0,3,0.0,1,2,
azacitidine,sonidegib,0,5,0.0,1,4,
azacitidine,sunitinib,0,4,0.0,1,3,
azacitidine,tamoxifen,0,19,0.0,1,18,
azacitidine,temsirolimus,0,2,0.0,1,1,
azacitidine,teniposide,0,9,0.0,1,8,
azacitidine,thiotepa,0,4,0.0,1,3,
azacitidine,tioguanine,0,17,0.0,1,16,
azacitidine,tivozanib,0,2,0.0,1,1,
azacitidine,topotecan,0,3,0.0,1,2,
azacitidine,trametinib,0,23,0.0,1,22,
azacitidine,trifluridine,0,7,0.0,1,6,
azacitidine,tucatinib,0,3,0.0,1,2,
azacitidine,umbralisib,0,6,0.0,1,5,
azacitidine,valrubicin,0,12,0.0,1,11,
azacitidine,vandetanib,0,7,0.0,1,6,
azacitidine,vemurafenib,0,23,0.0,1,22,
azacitidine,venetoclax,0,6,0.0,1,5,
azacitidine,vinblastine,0,10,0.0,1,9,
azacitidine,vinorelbine,0,2,0.0,1,1,
azacitidine,vorinostat,0,19,0.0,1,18,
azacitidine,zoledronate,0,21,0.0,1,20,
belinostat,binimetinib,0,28,0.0,5,23,
belinostat,bleomycin,0,21,0.0,5,16,
belinostat,bosutinib,0,6,0.0,5,1,
belinostat,brigatinib,0,13,0.0,5,8,
belinostat,cabozantinib,0,6,0.0,5,1,
belinostat,carboplatin,0,12,0.0,5,7,
belinostat,carfilzomib,0,14,0.0,5,9,
belinostat,carmustine,0,34,0.0,5,29,
belinostat,celecoxib,0,7,0.0,5,2,
belinostat,chlorambucil,0,11,0.0,5,6,
belinostat,cisplatin,0,11,0.0,5,6,
belinostat,cladribine,0,8,0.0,5,3,
belinostat,clofarabine,0,7,0.0,5,2,
belinostat,cobimetinib,0,34,0.0,5,29,
belinostat,cyclophosphamide,0,21,0.0,5,16,
belinostat,cytarabine,0,14,0.0,5,9,
belinostat,dabrafenib,0,45,0.0,5,40,
belinostat,dacarbazine,0,20,0.0,5,15,
belinostat,dacomitinib,0,14,0.0,5,9,
belinostat,darolutamide,0,13,0.0,5,8,
belinostat,dasatinib,0,30,0.0,5,25,
belinostat,daunorubicin,0,17,0.0,5,12,
belinostat,decitabine,0,6,0.0,5,1,
belinostat,docetaxel,0,17,0.0,5,12,
belinostat,doxorubicin,0,6,0.0,5,1,
belinostat,duvelisib,0,11,0.0,5,6,
belinostat,encorafenib,0,20,0.0,5,15,
belinostat,epirubicin,0,9,0.0,5,4,
belinostat,erdafitinib,0,15,0.0,5,10,
belinostat,erlotinib,0,16,0.0,5,11,
belinostat,estramustine,0,12,0.0,5,7,
belinostat,etoposide,0,12,0.0,5,7,
belinostat,everolimus,0,16,0.0,5,11,
belinostat,fludarabine,0,9,0.0,5,4,
belinostat,fluorouracil,0,17,0.0,5,12,
belinostat,fruquintinib,0,36,0.0,5,31,
belinostat,fulvestrant,0,7,0.0,5,2,
belinostat,gemcitabine,0,9,0.0,5,4,
belinostat,gilteritinib,0,6,0.0,5,1,
belinostat,homoharringtonine,0,6,0.0,5,1,
belinostat,hydroxyurea,0,12,0.0,5,7,
belinostat,ibrutinib,0,18,0.0,5,13,
belinostat,idarubicin,0,16,0.0,5,11,
belinostat,idelalisib,0,14,0.0,5,9,
belinostat,imatinib,0,10,0.0,5,5,
belinostat,irinotecan,0,16,0.0,5,11,
belinostat,ixabepilone,0,16,0.0,5,11,
belinostat,ixazomib,0,10,0.0,5,5,
belinostat,lapatinib,0,6,0.0,5,1,
belinostat,lenvatinib,0,23,0.0,5,18,
belinostat,lorlatinib,0,7,0.0,5,2,
belinostat,melphalan,0,11,0.0,5,6,
belinostat,mitomycin,0,17,0.0,5,12,
belinostat,mitotane,0,6,0.0,5,1,
belinostat,mitoxantrone,0,11,0.0,5,6,
belinostat,neratinib,0,11,0.0,5,6,
belinostat,nilotinib,0,19,0.0,5,14,
belinostat,olaparib,0,6,0.0,5,1,
belinostat,osimertinib,0,7,0.0,5,2,
belinostat,paclitaxel,0,15,0.0,5,10,
belinostat,panobinostat,0,6,0.0,5,1,
belinostat,pemetrexed,0,7,0.0,5,2,
belinostat,raloxifene,0,19,0.0,5,14,
belinostat,romidepsin,0,6,0.0,5,1,
belinostat,selinexor,0,8,0.0,5,3,
belinostat,selumetinib,0,32,0.0,5,27,
belinostat,sirolimus,0,7,0.0,5,2,
belinostat,sonidegib,0,9,0.0,5,4,
belinostat,sunitinib,0,8,0.0,5,3,
belinostat,temsirolimus,0,6,0.0,5,1,
belinostat,teniposide,0,13,0.0,5,8,
belinostat,thiotepa,0,8,0.0,5,3,
belinostat,tivozanib,0,6,0.0,5,1,
belinostat,topotecan,0,7,0.0,5,2,
belinostat,trametinib,0,27,0.0,5,22,
belinostat,trifluridine,0,11,0.0,5,6,
belinostat,tucatinib,0,7,0.0,5,2,
belinostat,umbralisib,0,10,0.0,5,5,
belinostat,valrubicin,0,16,0.0,5,11,
belinostat,vandetanib,0,11,0.0,5,6,
belinostat,vemurafenib,0,27,0.0,5,22,
belinostat,venetoclax,0,10,0.0,5,5,
belinostat,vinblastine,0,14,0.0,5,9,
belinostat,vinorelbine,0,6,0.0,5,1,
belinostat,zoledronate,0,25,0.0,5,20,
binimetinib,bleomycin,0,39,0.0,23,16,
binimetinib,bosutinib,0,24,0.0,23,1,
binimetinib,brigatinib,0,31,0.0,23,8,
binimetinib,cabozantinib,0,24,0.0,23,1,
binimetinib,carboplatin,0,30,0.0,23,7,
binimetinib,carfilzomib,0,32,0.0,23,9,
binimetinib,carmustine,0,52,0.0,23,29,
binimetinib,celecoxib,0,25,0.0,23,2,
binimetinib,chlorambucil,0,29,0.0,23,6,
binimetinib,cisplatin,0,29,0.0,23,6,
binimetinib,cladribine,0,26,0.0,23,3,
binimetinib,clofarabine,0,25,0.0,23,2,
binimetinib,cyclophosphamide,0,39,0.0,23,16,
binimetinib,cytarabine,0,32,0.0,23,9,
binimetinib,dacarbazine,0,38,0.0,23,15,
binimetinib,dacomitinib,0,32,0.0,23,9,
binimetinib,darolutamide,0,31,0.0,23,8,
binimetinib,dasatinib,0,48,0.0,23,25,
binimetinib,daunorubicin,0,35,0.0,23,12,
binimetinib,decitabine,0,24,0.0,23,1,
binimetinib,dexrazoxane,0,41,0.0,23,18,
binimetinib,docetaxel,0,35,0.0,23,12,
binimetinib,doxorubicin,0,24,0.0,23,1,
binimetinib,duvelisib,0,29,0.0,23,6,
binimetinib,epirubicin,0,27,0.0,23,4,
binimetinib,erdafitinib,0,33,0.0,23,10,
binimetinib,erlotinib,0,34,0.0,23,11,
binimetinib,etoposide,0,30,0.0,23,7,
binimetinib,everolimus,0,34,0.0,23,11,
binimetinib,fludarabine,0,27,0.0,23,4,
binimetinib,fluorouracil,0,35,0.0,23,12,
binimetinib,fruquintinib,0,54,0.0,23,31,
binimetinib,fulvestrant,0,25,0.0,23,2,
binimetinib,gemcitabine,0,27,0.0,23,4,
binimetinib,gilteritinib,0,24,0.0,23,1,
binimetinib,homoharringtonine,0,24,0.0,23,1,
binimetinib,hydroxyurea,0,30,0.0,23,7,
binimetinib,ibrutinib,0,36,0.0,23,13,
binimetinib,idarubicin,0,34,0.0,23,11,
binimetinib,idelalisib,0,32,0.0,23,9,
binimetinib,imatinib,0,28,0.0,23,5,
binimetinib,irinotecan,0,34,0.0,23,11,
binimetinib,lapatinib,0,24,0.0,23,1,
binimetinib,lenvatinib,0,41,0.0,23,18,
binimetinib,lomustine,0,50,0.0,23,27,
binimetinib,lorlatinib,0,25,0.0,23,2,
binimetinib,melphalan,0,29,0.0,23,6,
binimetinib,mercaptopurine,0,50,0.0,23,27,
binimetinib,methotrexate,0,50,0.0,23,27,
binimetinib,mitomycin,0,35,0.0,23,12,
binimetinib,mitotane,0,24,0.0,23,1,
binimetinib,mitoxantrone,0,29,0.0,23,6,
binimetinib,neratinib,0,29,0.0,23,6,
binimetinib,nilotinib,0,37,0.0,23,14,
binimetinib,olaparib,0,24,0.0,23,1,
binimetinib,osimertinib,0,25,0.0,23,2,
binimetinib,oxaliplatin,0,54,0.0,23,31,
binimetinib,paclitaxel,0,33,0.0,23,10,
binimetinib,palbociclib,0,49,0.0,23,26,
binimetinib,panobinostat,0,24,0.0,23,1,
binimetinib,pemetrexed,0,25,0.0,23,2,
binimetinib,pralatrexate,0,25,0.0,23,2,
binimetinib,raloxifene,0,37,0.0,23,14,
binimetinib,ribociclib,0,31,0.0,23,8,
binimetinib,romidepsin,0,24,0.0,23,1,
binimetinib,selinexor,0,26,0.0,23,3,
binimetinib,sirolimus,0,25,0.0,23,2,
binimetinib,sonidegib,0,27,0.0,23,4,
binimetinib,temsirolimus,0,24,0.0,23,1,
binimetinib,teniposide,0,31,0.0,23,8,
binimetinib,thiotepa,0,26,0.0,23,3,
binimetinib,tioguanine,0,39,0.0,23,16,
binimetinib,tivozanib,0,24,0.0,23,1,
binimetinib,topotecan,0,25,0.0,23,2,
binimetinib,trifluridine,0,29,0.0,23,6,
binimetinib,tucatinib,0,25,0.0,23,2,
binimetinib,umbralisib,0,28,0.0,23,5,
binimetinib,valrubicin,0,34,0.0,23,11,
binimetinib,vandetanib,0,29,0.0,23,6,
binimetinib,vinblastine,0,32,0.0,23,9,
binimetinib,vinorelbine,0,24,0.0,23,1,
binimetinib,vorinostat,0,41,0.0,23,18,
